market_ids,clustering_ids,car_ids,firm_ids,region,shares,prices,hpwt,air,mpd,mpg,space,trend,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,supply_instruments6,supply_instruments7,supply_instruments8,supply_instruments9,supply_instruments10,supply_instruments11
1971,CDCALA71,146,19,US,0.000127197,15,0.732484076,0,1.918186813,1.724,1.808,0,28,16.68319571,0,49.12961538,63,29.50982299,0,125.0103709,28,-15.34772255,0,12.5325407,13.66875888,63,-50.04743881,0,35.21799666,17.26160059,0,1.918186813
1971,CDDEVI71,147,19,US,0.002704601,16.04444444,0.729386892,0,1.912623626,1.719,1.808,0,28,16.6862929,0,49.13517857,63,29.50982299,0,125.0103709,28,-15.34348525,0,12.53544515,13.66875888,63,-50.04743881,0,35.21799666,17.26160059,0,1.912623626
1971,CDELDR71,148,19,US,0.00053412,18.22962963,0.780748663,0,2.018324176,1.814,1.776,0,28,16.63493113,0,49.02947802,63,29.50982299,0,125.0103709,28,-15.41153423,0,12.48165352,13.6866165,63,-50.04743881,0,35.21799666,17.26160059,0,2.018324176
1971,CDFLTW71,149,19,US,0.000332863,19.16790123,0.716510903,0,1.892596154,1.701,1.832,0,28,16.69916889,0,49.15520604,63,29.50982299,0,125.0103709,28,-15.32567441,0,12.54597156,13.65557188,63,-50.04743881,0,35.21799666,17.26160059,0,1.892596154
1971,CVVEGA71,150,19,US,0.004004934,5.160493827,0.419384902,0,2.211923077,1.988,1.122,0,28,16.99629489,0,48.83587912,63,29.50982299,0,125.0103709,28,-14.79007006,0,12.39005877,14.14586734,63,-50.04743881,0,35.21799666,17.26160059,0,2.211923077
1971,CVNOVA71,151,19,US,0.0035328,5.938271605,0.487231183,0,1.802472527,1.62,1.387,0,28,16.92844861,0,49.24532967,63,29.50982299,0,125.0103709,28,-14.94001966,0,12.59476172,13.933837,63,-50.04743881,0,35.21799666,17.26160059,0,1.802472527
1971,CVCHEV71,153,19,US,0.005029966,6.609876543,0.451713396,0,1.682307692,1.512,1.5352,0,28,16.96396639,0,49.36549451,63,29.50982299,0,125.0103709,28,-14.86432884,0,12.6637546,13.83231948,63,-50.04743881,0,35.21799666,17.26160059,0,1.682307692
1971,CVCAMA71,158,19,US,0.001811791,7.212345679,0.468648998,0,1.62,1.456,1.41,0,28,16.94703079,0,49.4278022,63,29.50982299,0,125.0103709,28,-14.90113503,0,12.70149492,13.91739044,63,-50.04743881,0,35.21799666,17.26160059,0,1.62
1971,CVMNTC71,160,19,US,0.002186499,8.434567901,0.702408257,0,1.604423077,1.442,1.5732,0,28,16.71327153,0,49.44337912,63,29.50982299,0,125.0103709,28,-15.30579574,0,12.71115683,13.80786838,63,-50.04743881,0,35.21799666,17.26160059,0,1.604423077
1971,CVBISC71,161,19,US,0.000380302,7.644444444,0.388531618,0,1.4175,1.274,1.736,0,28,17.02714817,0,49.6303022,63,29.50982299,0,125.0103709,28,-14.7136555,0,12.83502632,13.70939653,63,-50.04743881,0,35.21799666,17.26160059,0,1.4175
1971,CVBELA71,163,19,US,0.000731688,7.982716049,0.388531618,0,1.4175,1.274,1.736,0,28,17.02714817,0,49.6303022,63,29.50982299,0,125.0103709,28,-14.7136555,0,12.83502632,13.70939653,63,-50.04743881,0,35.21799666,17.26160059,0,1.4175
1971,CVIMPA71,165,19,US,0.008658483,8.372839506,0.385638298,0,1.406373626,1.264,1.736,0,28,17.03004149,0,49.64142857,63,29.50982299,0,125.0103709,28,-14.70618082,0,12.84290658,13.70939653,63,-50.04743881,0,35.21799666,17.26160059,0,1.406373626
1971,CVCAPR71,167,19,US,0.002088788,10.20740741,0.631188119,0,1.463118132,1.315,1.736,0,28,16.78449167,0,49.58468407,63,29.50982299,0,125.0103709,28,-15.19888489,0,12.80335121,13.70939653,63,-50.04743881,0,35.21799666,17.26160059,0,1.463118132
1971,CVCORV71,169,19,US,0.000358,13.6617284,0.843222986,0,1.872568681,1.683,1.2627,0,28,16.5724568,0,49.17523352,63,29.50982299,0,125.0103709,28,-15.48851238,0,12.55660996,14.02772786,63,-50.04743881,0,35.21799666,17.26160059,0,1.872568681
1971,CRNEWP71,170,16,US,0.00103781,10.34567901,0.659314313,0,1.528763736,1.374,1.8,0,13,6.544924485,0,22.12034341,78,39.72126398,0,152.4090659,13,-9.322120362,0,5.399259511,5.660090437,78,-55.96779977,0,42.57819883,25.27470363,0,1.528763736
1971,CR30071,171,16,US,0.000119683,11.57283951,0.775283499,0,1.65782967,1.49,1.8,0,13,6.428955299,0,21.99127747,78,39.72126398,0,152.4090659,13,-9.484148754,0,5.318209585,5.660090437,78,-55.96779977,0,42.57819883,25.27470363,0,1.65782967
1971,CRNEWY71,172,16,US,0.000338668,12.12345679,0.7727797,0,1.893708791,1.702,1.8,0,13,6.431459098,0,21.75539835,78,39.72126398,0,152.4090659,13,-9.480914001,0,5.185181675,5.660090437,78,-55.96779977,0,42.57819883,25.27470363,0,1.893708791
1971,DGCOLT71,173,16,US,0.000425655,4.925925926,0.495049505,0,2.330975275,2.095,1.0168,0,13,6.709189293,0,21.31813187,78,39.72126398,0,152.4090659,13,-9.035577754,0,4.977432152,6.231216661,78,-55.96779977,0,42.57819883,25.27470363,0,2.330975275
1971,DGDART71,177,16,US,0.003120838,6.049382716,0.431034483,0,1.949340659,1.752,1.379,0,13,6.773204315,0,21.69976648,78,39.72126398,0,152.4090659,13,-8.89710808,0,5.156227712,5.926518503,78,-55.96779977,0,42.57819883,25.27470363,0,1.949340659
1971,DGCHLN71,179,16,US,0.000440278,6.733333333,0.413907285,0,1.654491758,1.487,1.4784,0,13,6.790331513,0,21.99461538,78,39.72126398,0,152.4090659,13,-8.856561985,0,5.320225037,5.85691668,78,-55.96779977,0,42.57819883,25.27470363,0,1.654491758
1971,DGCORN71,181,16,US,0.001846946,6.856790123,0.446841294,0,1.614436813,1.451,1.6146,0,13,6.757397504,0,22.03467033,78,39.72126398,0,152.4090659,13,-8.933123472,0,5.344732731,5.768789854,78,-55.96779977,0,42.57819883,25.27470363,0,1.614436813
1971,DGCHAR71,184,16,US,6.02E-05,6.683950617,0.451010886,0,1.544340659,1.388,1.5862,0,13,6.753227912,0,22.10476648,78,39.72126398,0,152.4090659,13,-8.942411464,0,5.389121843,5.786535883,78,-55.96779977,0,42.57819883,25.27470363,0,1.544340659
1971,DGPOLA71,186,16,US,0.001076879,8.143209877,0.386151798,0,1.378557692,1.239,1.768,0,13,6.818087,0,22.27054945,78,39.72126398,0,152.4090659,13,-8.787150537,0,5.502681102,5.678028138,78,-55.96779977,0,42.57819883,25.27470363,0,1.378557692
1971,DGMONA71,188,16,US,0.000273937,10.42716049,0.679012346,0,1.55657967,1.399,1.768,0,13,6.525226452,0,22.09252747,78,39.72126398,0,152.4090659,13,-9.351559296,0,5.381228009,5.678028138,78,-55.96779977,0,42.57819883,25.27470363,0,1.55657967
1971,FDPINT71,190,18,US,0.004923436,4.738271605,0.384812724,0,2.266442308,2.037,1.141,0,14,7.722816226,0,24.6215522,77,38.81787383,0,149.1701786,14,-8.831066026,0,6.268088139,6.781663924,77,-55.92041052,0,41.31561826,24.60901174,0,2.266442308
1971,FDMAVE71,192,18,US,0.00371387,5.518518519,0.384172109,0,2.130700549,1.915,1.3277,0,14,7.723456841,0,24.75729396,77,38.81787383,0,149.1701786,14,-8.829399893,0,6.329848653,6.630120873,77,-55.92041052,0,41.31561826,24.60901174,0,2.130700549
1971,FDTORI71,194,18,US,0.004030326,6.597530864,0.46429715,0,1.711236264,1.538,1.5939,0,14,7.6433318,0,25.17675824,77,38.81787383,0,149.1701786,14,-9.018833997,0,6.549083405,6.447385152,77,-55.92041052,0,41.31561826,24.60901174,0,1.711236264
1971,FDMUST71,197,18,US,0.001843737,7.187654321,0.497768623,0,1.732376374,1.557,1.425,0,14,7.609860327,0,25.15561813,77,38.81787383,0,149.1701786,14,-9.088444598,0,6.536805383,6.559397181,77,-55.92041052,0,41.31561826,24.60901174,0,1.732376374
1971,FDCUST71,201,18,US,0.000509104,8.118518519,0.380952381,0,1.458667582,1.311,1.736,0,14,7.72667657,0,25.42932692,77,38.81787383,0,149.1701786,14,-8.820983623,0,6.708776071,6.361985379,77,-55.92041052,0,41.31561826,24.60901174,0,1.458667582
1971,FDGALA71,203,18,US,0.003308117,8.874074074,0.376850606,0,1.443090659,1.297,1.736,0,14,7.730778345,0,25.44490385,77,38.81787383,0,149.1701786,14,-8.810158078,0,6.719512371,6.361985379,77,-55.92041052,0,41.31561826,24.60901174,0,1.443090659
1971,FDLTD71,205,18,US,0.004815121,9.70617284,0.602863602,0,1.447541209,1.301,1.736,0,14,7.504765348,0,25.4404533,77,38.81787383,0,149.1701786,14,-9.280000213,0,6.716433076,6.361985379,77,-55.92041052,0,41.31561826,24.60901174,0,1.447541209
1971,FDTHNB71,207,18,US,0.000577254,13.07407407,0.820232399,0,2.050590659,1.843,1.677,0,14,7.287396551,0,24.83740385,77,38.81787383,0,149.1701786,14,-9.587896954,0,6.368171597,6.396562512,77,-55.92041052,0,41.31561826,24.60901174,0,2.050590659
1971,LCCONT71,209,18,US,0.000536955,18.31851852,0.719637224,0,2.079519231,1.869,1.8,0,14,7.387991727,0,24.80847527,77,38.81787383,0,149.1701786,14,-9.45705647,0,6.354162747,6.32578233,77,-55.92041052,0,41.31561826,24.60901174,0,2.079519231
1971,LCMRKI71,210,18,US,0.000447357,21.76049383,0.729562263,0,1.970480769,1.771,1.736,0,14,7.378066688,0,24.91751374,77,38.81787383,0,149.1701786,14,-9.470753954,0,6.408021917,6.361985379,77,-55.92041052,0,41.31561826,24.60901174,0,1.970480769
1971,MCCOME71,212,18,US,0.000935464,5.637037037,0.382848392,0,2.127362637,1.912,1.3419,0,14,7.724780558,0,24.76063187,77,38.81787383,0,149.1701786,14,-8.825948308,0,6.331416461,6.619482475,77,-55.92041052,0,41.31561826,24.60901174,0,2.127362637
1971,MCMONT71,214,18,US,0.000861284,6.859259259,0.449194548,0,1.648928571,1.482,1.638,0,14,7.658434403,0,25.23906593,77,38.81787383,0,149.1701786,14,-8.985765325,0,6.586173749,6.420093009,77,-55.92041052,0,41.31561826,24.60901174,0,1.648928571
1971,MCCOUG71,216,18,US,0.0007476,8.120987654,0.720504353,0,1.65782967,1.49,1.4972,0,14,7.387124597,0,25.23016484,77,38.81787383,0,149.1701786,14,-9.458260697,0,6.580790156,6.509972298,77,-55.92041052,0,41.31561826,24.60901174,0,1.65782967
1971,MCMONT71,217,18,US,0.000468909,9.525925926,0.59568131,0,1.533214286,1.378,1.8,0,14,7.51194764,0,25.35478022,77,38.81787383,0,149.1701786,14,-9.26801505,0,6.658933103,6.32578233,77,-55.92041052,0,41.31561826,24.60901174,0,1.533214286
1971,MCMARQ71,218,18,US,0.001127797,11.04691358,0.598251266,0,1.630013736,1.465,1.8,0,14,7.509377685,0,25.25798077,77,38.81787383,0,149.1701786,14,-9.272320082,0,6.597711033,6.32578233,77,-55.92041052,0,41.31561826,24.60901174,0,1.630013736
1971,ODCUTL71,221,19,US,0.003766573,7.404938272,0.445879459,0,1.86478022,1.676,1.6016,0,28,16.96980033,0,49.18302198,63,29.50982299,0,125.0103709,28,-14.85132959,0,12.56077787,13.78997701,63,-50.04743881,0,35.21799666,17.26160059,0,1.86478022
1971,ODDELT71,224,19,US,0.001700042,9.839506173,0.578313253,0,1.730151099,1.555,1.768,0,28,16.83736654,0,49.3176511,63,29.50982299,0,125.0103709,28,-15.11139663,0,12.63571233,13.69113118,63,-50.04743881,0,35.21799666,17.26160059,0,1.730151099
1971,OD9871,226,19,US,0.001699202,11.98024691,0.71636445,0,1.862554945,1.674,1.7933,0,28,16.69931534,0,49.18524725,63,29.50982299,0,125.0103709,28,-15.32546999,0,12.5619719,13.67692265,63,-50.04743881,0,35.21799666,17.26160059,0,1.862554945
1971,ODTORN71,227,19,US,0.000580734,13.47407407,0.773993808,0,1.920412088,1.726,1.76,0,28,16.64168598,0,49.12739011,63,29.50982299,0,125.0103709,28,-15.40284482,0,12.53138128,13.69566633,63,-50.04743881,0,35.21799666,17.26160059,0,1.920412088
1971,PLVALA71,231,16,US,0.003695738,5.90617284,0.440917108,0,1.852541209,1.665,1.3608,0,13,6.76332169,0,21.79656593,78,39.72126398,0,152.4090659,13,-8.919776879,0,5.207160581,5.93980434,78,-55.96779977,0,42.57819883,25.27470363,0,1.852541209
1971,PLBARC71,233,16,US,0.00028865,6.55308642,0.415282392,0,1.667843407,1.499,1.4025,0,13,6.788956406,0,21.98126374,78,39.72126398,0,152.4090659,13,-8.859878738,0,5.312187486,5.909620744,78,-55.96779977,0,42.57819883,25.27470363,0,1.667843407
1971,PLSATL71,236,16,US,0.001725508,6.750617284,0.446291167,0,1.602197802,1.44,1.6195,0,13,6.757947632,0,22.04690934,78,39.72126398,0,152.4090659,13,-8.931891565,0,5.352342591,5.765759642,78,-55.96779977,0,42.57819883,25.27470363,0,1.602197802
1971,PLFURY71,240,16,US,0.000429555,7.767901235,0.391363023,0,1.4175,1.274,1.728,0,13,6.812875775,0,22.23160714,78,39.72126398,0,152.4090659,13,-8.800555563,0,5.474824148,5.700912432,78,-55.96779977,0,42.57819883,25.27470363,0,1.4175
1971,PTVNTU71,243,19,US,0.000718339,6.143209877,0.620181026,0,1.746840659,1.57,1.4235,0,28,16.79549876,0,49.30096154,63,29.50982299,0,125.0103709,28,-15.18129236,0,12.62611225,13.90786152,63,-50.04743881,0,35.21799666,17.26160059,0,1.746840659
1971,PTLEMA71,245,19,US,0.002444403,7.222222222,0.449055435,0,1.65782967,1.49,1.5939,0,28,16.96662435,0,49.38997253,63,29.50982299,0,125.0103709,28,-14.85842729,0,12.67841175,13.7947963,63,-50.04743881,0,35.21799666,17.26160059,0,1.65782967
1971,PTFIRB71,248,19,US,0.000791079,7.52345679,0.458280657,0,1.604423077,1.442,1.4208,0,28,16.95739913,0,49.44337912,63,29.50982299,0,125.0103709,28,-14.87876273,0,12.71115683,13.90976005,63,-50.04743881,0,35.21799666,17.26160059,0,1.604423077
1971,PTCATL71,250,19,US,0.002407193,9.308641975,0.613195977,0,1.469793956,1.321,1.768,0,28,16.80248381,0,49.57800824,63,29.50982299,0,125.0103709,28,-15.16996553,0,12.79879885,13.69113118,63,-50.04743881,0,35.21799666,17.26160059,0,1.469793956
1971,PTBNNV71,251,19,US,0.000606215,10.39506173,0.664609542,0,1.534326923,1.379,1.8,0,28,16.75107025,0,49.51347527,63,29.50982299,0,125.0103709,28,-15.25048066,0,12.75582927,13.67319348,63,-50.04743881,0,35.21799666,17.26160059,0,1.534326923
1971,PTGRNP71,253,19,US,0.001058567,11.25185185,0.776598499,0,1.733489011,1.558,1.6401,0,28,16.63908129,0,49.31431319,63,29.50982299,0,125.0103709,28,-15.40620443,0,12.63378493,13.76622293,63,-50.04743881,0,35.21799666,17.26160059,0,1.733489011
1971,ADSUPE71,1474,7,EU,3.76E-05,7.641975309,0.465766185,0,2.201909341,1.979,1.1136,0,4,1.375980369,0,9.215975275,87,45.08375622,0,164.6402885,4,-4.39806916,0,2.87932306,0.476538569,87,-60.54433436,0,44.73326981,30.93844415,0,2.201909341
1971,AD100L71,1475,7,EU,0.000281016,8.87654321,0.487908358,0,1.98271978,1.782,1.2627,0,4,1.353838196,0,9.435164835,87,45.08375622,0,164.6402885,4,-4.444512998,0,2.984178397,0.350884295,87,-60.54433436,0,44.73326981,30.93844415,0,1.98271978
1971,CPSC2071,1478,25,EU,0.000636526,6.037037037,0.373878365,0,2.332087912,2.096,1.092,0,0,0,0,0,91,46.55162441,0,173.7260852,0,0,0,0,0,91,-64.72265027,0,47.55515377,31.43456985,0,2.332087912
1971,DTCB1171,1479,2,JP,0.000798278,4.286419753,0.428481411,0,2.79717033,2.514,0.906,0,1,0.439350525,0,2.470054945,90,46.05767084,0,170.7909478,1,-0.822457721,0,0.797507196,-0.008032172,90,-64.03650939,0,46.57580223,31.62932887,0,2.79717033
1971,DTPL5171,1480,2,JP,0.001576174,5.234567901,0.439350525,0,2.470054945,2.22,0.992,0,1,0.428481411,0,2.79717033,90,46.05767084,0,170.7909478,1,-0.847507922,0,0.92187511,-0.098715973,90,-64.03650939,0,46.57580223,31.62932887,0,2.470054945
1971,FT85071,1481,17,EU,3.75E-05,3.839506173,0.277777778,0,2.789381868,2.507,0.7896,0,1,0.37593985,0,2.438901099,90,46.27178515,0,170.8298901,1,-0.978326123,0,0.784814369,0.036139047,90,-63.44721507,0,46.59128334,31.72267047,0,2.789381868
1971,FT12471,1482,17,EU,9.86E-05,5.138271605,0.37593985,0,2.438901099,2.192,1.0368,0,1,0.277777778,0,2.789381868,90,46.27178515,0,170.8298901,1,-1.280933845,0,0.919086819,-0.236228791,90,-63.44721507,0,46.59128334,31.72267047,0,2.438901099
1971,HD60071,1484,3,JP,0.000142615,3.444444444,0.24375,0,2.836112637,2.549,0.8586,0,0,0,0,0,91,46.68175278,0,173.2220604,0,0,0,0,0,91,-64.29486287,0,47.35948341,31.67503285,0,2.836112637
1971,MZ61671,1485,4,JP,4.50E-05,5.419753086,0.436724566,0,2.542376374,2.285,1.0106,0,0,0,0,0,91,46.48877821,0,173.5157967,0,0,0,0,0,91,-64.87802247,0,47.46881851,31.51203652,0,2.542376374
1971,MB220/71,1487,9,EU,4.06E-05,13.11604938,0.409722222,0,1.858104396,1.67,1.295,0,3,1.54639523,0,5.001304945,88,44.96938533,0,169.1987637,3,-2.037691673,0,1.205502041,0.685074975,88,-62.77650751,0,46.57685886,30.57899506,0,1.858104396
1971,MB220071,1488,9,EU,9.02E-05,13.38024691,0.398514016,0,1.820274725,1.636,1.295,0,3,1.557603436,0,5.039134615,88,44.96938533,0,169.1987637,3,-2.009954918,0,1.226071429,0.685074975,88,-62.77650751,0,46.57685886,30.57899506,0,1.820274725
1971,MB256/71,1489,9,EU,9.96E-05,15.74814815,0.525259284,0,1.530989011,1.376,1.295,0,3,1.430858168,0,5.32842033,88,44.96938533,0,169.1987637,3,-2.286104264,0,1.399144928,0.685074975,88,-62.77650751,0,46.57685886,30.57899506,0,1.530989011
1971,MB280S71,1491,9,EU,0.00021492,18.44197531,0.62262193,0,1.650041209,1.483,1.183,0,3,1.333495522,0,5.209368132,88,44.96938533,0,169.1987637,3,-2.45615173,0,1.324258604,0.775532085,88,-62.77650751,0,46.57685886,30.57899506,0,1.650041209
1971,OP3671,1492,26,EU,3.30E-05,4.698765432,0.333531864,0,2.612472527,2.348,1.053,0,0,0,0,0,91,46.59197091,0,173.4457005,0,0,0,0,0,91,-64.60845816,0,47.44162063,31.4709375,0,2.612472527
1971,PG50471,1493,14,EU,5.35E-05,8.587654321,0.364356436,0,2.087307692,1.876,1.1682,0,0,0,0,0,91,46.56114634,0,173.9708654,0,0,0,0,0,91,-64.69685236,0,47.66604268,31.36711663,0,2.087307692
1971,PS91471,1494,12,EU,0.000157943,8.87654321,0.430816016,0,2.280906593,2.05,1.0205,0,1,0.634495085,0,1.952678571,90,45.86019168,0,171.8245879,1,-0.454925738,0,0.562468857,0.048409139,90,-64.40947514,0,47.01487588,31.45387889,0,2.280906593
1971,PS91171,1496,12,EU,7.99E-05,16.03703704,0.634495085,0,1.952678571,1.755,1.0496,0,1,0.430816016,0,2.280906593,90,45.86019168,0,171.8245879,1,-0.842074157,0,0.717839793,0.020292703,90,-64.40947514,0,47.01487588,31.45387889,0,1.952678571
1971,RNR1071,1497,24,EU,0.000110475,4.555555556,0.293654955,0,2.553502747,2.295,1.002,0,0,0,0,0,91,46.63184782,0,173.5046703,0,0,0,0,0,91,-64.48112521,0,47.46445169,31.52058273,0,2.553502747
1971,SA9971,1498,11,EU,3.52E-05,8.333333333,0.34939759,0,2.122912088,1.908,1.1352,0,0,0,0,0,91,46.57610519,0,173.935261,0,0,0,0,0,91,-64.65493026,0,47.64912896,31.39577188,0,2.122912088
1971,TYCORO71,1501,1,JP,0.001746281,4.920987654,0.450127877,0,2.584656593,2.323,0.948,0,4,1.780399443,0,8.796510989,87,44.69497546,0,164.6770055,4,-3.255406739,0,2.697393511,0.378193868,87,-61.65284473,0,44.75493157,31.19778764,0,2.584656593
1971,TYCORO71,1503,1,JP,0.001017728,5.308641975,0.497695853,0,2.388832418,2.147,1.0354,0,4,1.732831467,0,8.992335165,87,44.69497546,0,164.6770055,4,-3.355864177,0,2.776181446,0.290005266,87,-61.65284473,0,44.75493157,31.19778764,0,2.388832418
1971,TYCRMK71,1504,1,JP,0.001171216,5.62962963,0.467532468,0,2.298708791,2.066,1.1008,0,4,1.762994852,0,9.082458791,87,44.69497546,0,164.6770055,4,-3.29334382,0,2.814638594,0.228755903,87,-61.65284473,0,44.75493157,31.19778764,0,2.298708791
1971,TYCROW71,1505,1,JP,5.90E-05,7.034567901,0.387858347,0,1.773543956,1.594,1.2395,0,4,1.842668973,0,9.607623626,87,44.69497546,0,164.6770055,4,-3.106515214,0,3.074006384,0.110085019,87,-61.65284473,0,44.75493157,31.19778764,0,1.773543956
1971,TYCELI71,1506,1,JP,0.000263543,6.414814815,0.427312775,0,2.335425824,2.099,1.0332,0,4,1.803214545,0,9.045741758,87,44.69497546,0,164.6770055,4,-3.203391265,0,2.798791924,0.292132309,87,-61.65284473,0,44.75493157,31.19778764,0,2.335425824
1971,VWBEET71,1507,7,EU,0.005317865,4.555555556,0.319148936,0,2.692582418,2.42,0.9699,0,4,1.522597618,0,8.725302198,87,45.08375622,0,164.6402885,4,-4.020043279,0,2.678147186,0.614698886,87,-60.54433436,0,44.73326981,30.93844415,0,2.692582418
1971,VWSQB71,1508,7,EU,0.001202772,6.417283951,0.240629338,0,2.480068681,2.229,1.1008,0,4,1.601117216,0,8.937815934,87,45.08375622,0,164.6402885,4,-3.737643134,0,2.760361672,0.488099392,87,-60.54433436,0,44.73326981,30.93844415,0,2.480068681
1971,VW41171,1509,7,EU,0.000371648,7.404938272,0.328293737,0,2.060604396,1.852,1.1946,0,4,1.513452818,0,9.35728022,87,45.08375622,0,164.6402885,4,-4.048294146,0,2.94564859,0.406325179,87,-60.54433436,0,44.73326981,30.93844415,0,2.060604396
1971,VV14471,1510,6,EU,0.000161527,8.320987654,0.376114773,0,2.182994505,1.962,1.2627,0,1,0.441330998,0,2.082857143,90,46.10805701,0,171.7923214,1,-0.817960122,0,0.627007378,0.234914007,90,-63.91065398,0,46.99421279,31.05441444,0,2.182994505
1971,VV16471,1511,6,EU,0.000145345,10.2345679,0.441330998,0,2.082857143,1.872,1.2648,0,1,0.376114773,0,2.182994505,90,46.10805701,0,171.7923214,1,-0.977860934,0,0.673964361,0.233252285,90,-63.91065398,0,46.99421279,31.05441444,0,2.082857143
1972,AMGREM72,254,15,US,0.001467861,4.782296651,0.40096231,0,2.253263158,1.946,1.1502,1,4,1.458760355,0,7.917684211,84,34.36822954,4,158.1313684,4,-4.058174109,0,2.123428165,1.600384049,84,-76.86733629,4,38.45579095,29.79909958,4,2.253263158
1972,AMHORN72,256,15,US,0.000795153,5.418660287,0.371609067,0,2.161789474,1.867,1.278,1,4,1.488113597,0,8.009157895,84,34.36822954,4,158.1313684,4,-3.982149085,0,2.164871284,1.495023534,84,-76.86733629,4,38.45579095,29.79909958,4,2.161789474
1972,AMJAVL72,258,15,US,0.000383174,6.715311005,0.347705146,0,1.964947368,1.697,1.4592,1,4,1.512017518,0,8.206,84,34.36822954,4,158.1313684,4,-3.915661517,0,2.260342162,1.362431549,84,-76.86733629,4,38.45579095,29.79909958,4,1.964947368
1972,AMMATA72,260,15,US,0.000532022,6.660287081,0.315357931,0,2.130526316,1.84,1.6068,1,4,1.544364733,0,8.040421053,84,34.36822954,4,158.1313684,4,-3.818014961,0,2.179438577,1.266075266,84,-76.86733629,4,38.45579095,29.79909958,4,2.130526316
1972,AMAMBS71,262,15,US,0.000438382,9.294258373,0.42408821,0,1.660421053,1.434,1.6536,1,4,1.435634454,0,8.510526316,84,34.36822954,4,158.1313684,4,-4.114248154,0,2.428736406,1.23736516,84,-76.86733629,4,38.45579095,29.79909958,4,1.660421053
1972,BKLSAB72,265,19,US,0.002451217,9.468899522,0.357057843,0,1.511052632,1.305,1.768,1,27,11.42635651,0,43.22421053,61,24.44453785,4,123.5670526,27,-23.80866166,0,8.330876874,13.29963108,61,-57.0008791,4,32.64791518,17.66993943,27,1.511052632
